,uuid_store,owner_sore,owner_name,owner_last_name,store_name,latitude_coordinates,longitude_coordinates,description_store,image_store,store_phone_number,store_email,store_address,company_inscription,premium,product_type,modification_date,discharge_date
124,1d7dc801-ac54-4caf-83f6-98b8e8447d78,,Trini,Coronado,DIA MARKET,"439865,59","4471494,53","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 625162013,Trini_Coronado@llorente.net,"PASEO SANTA MARIA DE LA CABEZA,114",A59132621,False,X,2022-06-06,2022-06-06
125,c0e8c6d4-7d1a-49f7-beb9-57c024c79ad0,,Jorge,Muro,PANADERIA Y PASTELERIA,"437800,6","4471985,54",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 621607846,Jorge_Muro@arevalo-abril.net,"CALLE RECESVINTO,30",A70259973,True,R,2022-06-06,2022-06-06
127,d2a8a7c0-2eb8-490a-bcbc-15a7ea9cc64f,,Lorena,Benavente,ALIMENTACION ,"438011,6","4471515,54",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 624830365,Lorena_Benavente@roldan-silva.com,"CALLE ALGORTA,21",A73322618,False,X,2022-06-06,2022-06-06
129,3e3707e7-3099-4e85-9817-a9443c20c58c,,Adolfo,Cepeda,DON NARANJA,"439427,59","4471918,53",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 624061717,Adolfo_Cepeda@ordonez-bonilla.es,"CALLE BALEARES,6",A84548261,False,F,2022-06-06,2022-06-06
130,113001ad-e12d-45d0-a332-0a9ecf4332cd,,Abraham,Arnal,SALCHICHERIA Y CONGELADOS,"436932,6","4471339,55",COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,,+34 625427555,Abraham_Arnal@bayona-grau.es,"CALLE BRUNO GARCIA,37",A87337307,False,C,2022-06-06,2022-06-06
133,5994a48c-0a63-488f-9d03-d6c4247eb058,,Pili,Solera,ALIMENTACION FRUTAS Y VERDURAS,"437971,59","4470368,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 620619223,Pili_Solera@miralles.org,"CALLE CAMINO VIEJO DE LEGANES,177",A97366087,False,X,2022-06-06,2022-06-06
134,ef9c7109-c2d4-43f5-ab50-05d73bfa5922,,Luna,Rojas,AUTOSERVICIO ALIMENTACION  UDACO,"437971,59","4470368,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 624181073,Luna_Rojas@cozar-blanco.org,"CALLE CAMINO VIEJO DE LEGANES,177",A05713967,True,X,2022-06-06,2022-06-06
138,487caf9c-905f-4815-8898-484a306f16c2,,Águeda,Miguel,PESCADERIA BASILIO,"437122,6","4471318,55",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,,+34 626837064,Águeda_Miguel@saez.com,"CALLE TUCAN,36",A74101628,True,P,2022-06-06,2022-06-06
139,4eae50ce-92f4-4514-84aa-47b65168c6f1,,Juan Pablo,Amor,PANADERIA CROISSANTERIA,"438531,59","4471480,54",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,,+34 623926611,Juan_Pablo_Amor@torrecilla.com,"CALLE CAMINO VIEJO DE LEGANES,27",A09187977,True,R,2022-06-06,2022-06-06
141,79049d00-3ccc-4d84-af88-9611ee2624f2,,Prudencia,Español,PESCADERIA CARLOS PEREZ,"437965,6","4471136,54",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,,+34 620778839,Prudencia_Español@recio.es,"GLORIETA VALLE DE ORO,3",A79240475,False,P,2022-06-06,2022-06-06
142,b099bbc5-afa3-4d44-b175-aaa7e4460d0b,,Ramona,Bastida,ESCABECHES Y SALAZONES,"438907,59","4471891,53",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 627980940,Ramona_Bastida@ibanez.es,"CALLE GENERAL RICARDOS,43",A81608074,False,C,2022-06-06,2022-06-06
143,21eac7e2-0101-4327-8d3b-aeb0ab7996c0,,Alexandra,Benavente,PRODUCTOS VIVAR,"439396,59","4472047,53",COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,,+34 621457925,Alexandra_Benavente@guillen-marin.com,"CALLE ANTONIO LOPEZ,6",A54763495,True,C,2022-06-06,2022-06-06
144,5a19977b-d087-4723-bb6e-3b491a349840,,Vera,Cornejo,CHUCHES EL PINAR,"438827,59","4471871,54",COMERCIO AL POR MENOR DE GOLOSINAS,,+34 622547870,Vera_Cornejo@sobrino.es,"CALLE GENERAL RICARDOS,46",A76551097,False,G,2022-06-06,2022-06-06
149,d4c24c58-4fbc-4ed5-924f-fb3f2e5e6b4b,,Custodio,Batlle,TIENDA DE ALIMENTACI0N,"438649,59","4470945,53","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 627002825,Custodio_Batlle@mercader-torres.es,"CALLE VIA,2",A33481864,True,X,2022-06-06,2022-06-06
151,b069bfd9-0b58-440a-866b-efce703037a5,,Ernesto,Huertas,FRUTERIA PUNTO FRESCO - ALIMENTACI0N,"437944,59","4470325,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS CON OBRADOR,,+34 623567776,Ernesto_Huertas@izquierdo-gil.es,"CALLE CAMINO VIEJO DE LEGANES,177",A90057877,True,F,2022-06-06,2022-06-06
154,3b59d9ac-c955-438c-8a15-c58d7ac088e0,,Alejandro,Enríquez,ENRIQUE TOMAS,"439858,59","4471915,53",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 628365608,Alejandro_Enríquez@grau.es,"AVENIDA MANZANARES,162",A34007482,True,X,2022-06-06,2022-06-06
155,4d53c6a4-1729-4029-965b-77efb1c764c9,,Octavio,Arévalo,YOYOGURT,"437609,6","4471787,54",COMERCIO AL POR MENOR DE HELADOS SIN OBRADOR,,+34 624361768,Octavio_Arévalo@catala.com,"CALLE ALCAUDON,64",A44665582,False,H,2022-06-06,2022-06-06
156,85bc8cb1-7d3e-46ad-bcd8-bc4e069680da,,Clotilde,Ribes,AUTOSERVICIO DE LA FRUTA,"437112,59","4469585,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 627867407,Clotilde_Ribes@gallart.es,"CALLE ALBARES DE LA RIBERA,19",A55130414,False,F,2022-06-06,2022-06-06
157,4136206f-d8c9-4dce-80e3-7631e2bcab27,,Cebrián,Espada,MINI MERCADO MARKET,"439712,59","4471896,53",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 624382528,Cebrián_Espada@moran.es,"CALLE ANTONIO LOPEZ,47",A41292881,False,R,2022-06-06,2022-06-06
165,71231846-d15f-44f4-9acd-49f94a42d37a,,Saturnino,Gelabert,USA FITNESS,"439443,59","4471821,53",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 628718752,Saturnino_Gelabert@cabeza.org,"CALLE TOMAS MEABE,14",A80955725,False,X,2022-06-06,2022-06-06
166,83a68230-13c6-4c27-b0c5-59e4bedae18b,,Nando,Roura,ALIMENTACI0N,"435399,6","4468950,56","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, SIN PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO",,+34 622641326,Nando_Roura@alamo.com,"CALLE RUFINO REJON,29",A33038456,True,X,2022-06-06,2022-06-06
167,0748460a-8f83-4ca3-97b7-481ea33bf2b1,,Nacho,Luís,FRUTAS ROSI,"435284,59","4468636,56","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 621280457,Nacho_Luís@julian.es,"CALLE LONJA DE LA SEDA,37",A69757519,False,X,2022-06-06,2022-06-06
168,a16d2c03-ea2a-4740-b20b-aae737d55bf3,,Jose Angel,Pina,HORNO SAN PATRICIO,"438180,59","4470732,54",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 628356586,Jose_Angel_Pina@baro-estrada.es,"CALLE CAMINO VIEJO DE LEGANES,131",A05316155,True,R,2022-06-06,2022-06-06
170,ab8e2389-7f56-4ea5-a8e3-31605edc408c,,Milagros,Tapia,DIA,"439302,59","4472037,53","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 620139758,Milagros_Tapia@palau-valcarcel.com,"CALLE ANTONIO DE LEYVA,3",A95840051,False,X,2022-06-06,2022-06-06
171,2bffc55b-7031-45ed-af80-840a8601bcb5,,Alfonso,Sala,"ALIMENTACI0N, PAN DE HORNO Y BAZAR","437367,57","4468536,54",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 626266985,Alfonso_Sala@botella-tapia.es,"CALLE CALDERILLA,1",A71657448,False,R,2022-06-06,2022-06-06
172,24881824-aeae-459a-8789-b87847ffe801,,Matías,Esteban,POLLERIA PACO,"437367,57","4468536,54","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",,+34 623792358,Matías_Esteban@ibanez-arana.es,"CALLE CALDERILLA,1",A00482967,False,C,2022-06-06,2022-06-06
175,9d21f98b-6acf-40b1-908d-9e85387b7198,,Máxima,Bernad,"CHARCUTERIA, PTO. 34","439043,59","4472144,53",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 628985690,Máxima_Bernad@guardiola-rivero.es,"PASEO QUINCE DE MAYO,13",A01838895,False,C,2022-06-06,2022-06-06
176,289880e9-69b8-43ce-a0bf-4f399a9dcea2,,Bernardino,Soria,HORNO DE PAN GLORIA,"437099,6","4471593,55","COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA SIN OBRADOR",,+34 624824693,Bernardino_Soria@becerra.org,"AVENIDA NUESTRA SEÑORA DE VALVANERA,121",A52292540,True,R,2022-06-06,2022-06-06
177,35ad37ea-be00-4e37-91f7-8f2a3761bda5,,Josep,Verdú,DEL DIA FRUTAS Y VERDURAS,"436241,6","4469680,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 621641094,Josep_Verdú@egea.org,"CALLE EUGENIA DE MONTIJO,100",A94571585,False,F,2022-06-06,2022-06-06
178,162c8275-3351-477e-8860-58f79ede1e53,,Natanael,Jimenez,CARNICERIA OPORTO,"437832,6","4472015,54",COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,,+34 627719080,Natanael_Jimenez@marques.com,"CALLE ALCAUDON,24",A63679557,False,C,2022-06-06,2022-06-06
180,b5718d9c-a8d5-4e4e-93ca-f14a385aa963,,Pepe,Alcaraz,PESCADOS SANTIAGO,"437367,57","4468536,54",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,,+34 627861678,Pepe_Alcaraz@perea.es,"CALLE CALDERILLA,1",A93483019,True,P,2022-06-06,2022-06-06
183,f326cdd8-caad-4229-843f-71093f8eb59f,,Imelda,Laguna,LIDL,"437927,59","4470280,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 624997497,Imelda_Laguna@paredes-fajardo.org,"CALLE CARRERO JUAN RAMON,177",A93305079,True,X,2022-06-06,2022-06-06
184,affcf3f1-7927-4d6d-baee-6d49af840435,,Brunilda,Morillo,CARNICERIA,"436513,6","4470077,55",COMERCIO AL POR MENOR DE CARNICERIA,,+34 628958736,Brunilda_Morillo@sanabria.com,"CALLE EUGENIA DE MONTIJO,82",A41353197,True,C,2022-06-06,2022-06-06
185,422101ab-6b45-4e01-ae92-f0f75f3ce8a2,,Rodolfo,Vallejo,CARNICERIA MAXI,"438435,59","4471488,54",COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA,,+34 620660437,Rodolfo_Vallejo@giron-cerda.com,"CALLE SAN PATRICIO,6",A94361790,False,C,2022-06-06,2022-06-06
186,bfe5f4ad-3fce-425c-a5f1-19fd5d71db20,,Ofelia,Camacho,CARNICERIA SALCHICHERIA,"439757,59","4471478,53",COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,,+34 620724388,Ofelia_Camacho@alcolea-pujol.net,"CALLE EDUARDO MARQUINA,19",A06486056,False,C,2022-06-06,2022-06-06
188,b6b615a5-aebe-4be0-9c1e-c7a5ad5cbfe6,,Diana,Moraleda,DIA MARQUET,"439098,59","4472116,53",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 628331679,Diana_Moraleda@capdevila-quintana.com,"PASEO QUINCE DE MAYO,5",A43338569,True,X,2022-06-06,2022-06-06
191,f35f60f2-99dd-4281-b612-0dff862ac947,,Calista,Garcés,CAFETERIA C&C,"437024,6","4471244,55",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 624413438,Calista_Garcés@angulo.net,"CALLE LAGUNA,107",A07214613,True,R,2022-06-06,2022-06-06
192,e69e4771-b544-40d9-a6dc-653914bb7b9c,,Máximo,Vilar,PESCADOS Y MARISCOS,"439396,59","4472047,53",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,,+34 622051224,Máximo_Vilar@casas.com,"CALLE ANTONIO LOPEZ,6",A26250330,True,P,2022-06-06,2022-06-06
193,e0ddbefd-f3d1-45c4-bf93-3a9ef30df0e2,,Manuelita,Anaya,PESCADOS Y MARISCOS SANTIAGO GARCIA,"437011,59","4470145,55",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,,+34 628565099,Manuelita_Anaya@angel.com,"CALLE AMANECER,1",A96662360,False,P,2022-06-06,2022-06-06
194,db0eeb33-4b45-4b93-a741-6522ff7677a6,,Nando,Almazán,EL PAN GALLEGO DE PITIÃO,"436068,59","4469207,55",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA CON OBRADOR,,+34 621242721,Nando_Almazán@crespi-guillen.es,"AVENIDA CARABANCHEL ALTO,54",A02453643,False,R,2022-06-06,2022-06-06
196,245a15a3-fd2f-4bd2-baac-35dbe89e0706,,Cintia,Lloret,JOSE FLOR,"438666,59","4470756,53",COMERCIO AL POR MENOR DE CARNICERIA,,+34 621743643,Cintia_Lloret@sobrino-pi.net,"AVENIDA OPORTO,17",A85825983,True,C,2022-06-06,2022-06-06
200,dbaea599-11e6-4f83-a02b-f2eba9b93df4,,Leocadia,Vidal,DIA,"439396,59","4472047,53","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 625667896,Leocadia_Vidal@ojeda.es,"CALLE ANTONIO LOPEZ,6",A33237894,True,X,2022-06-06,2022-06-06
201,9b5a6664-bb2a-4582-b9e1-aaf0f76bab3d,,Daniela,Ruiz,SR(CARNICERIA),"437063,6","4471567,55",COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,,+34 628678419,Daniela_Ruiz@rosales-puente.net,"CALLE VIA CARPETANA,145",A97208131,False,C,2022-06-06,2022-06-06
202,b2625a5a-fead-4c88-919e-d1e0997cc03d,,Amanda,Leiva,KING II LOCUTORIO,"436798,6","4470833,55",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 629341747,Amanda_Leiva@cazorla.com,"AVENIDA NUESTRA SEÑORA DE FATIMA,19",A22581799,True,X,2022-06-06,2022-06-06
205,f405344f-42eb-43dc-b2d0-989313131665,,Cebrián,Acosta,EL OBRADOR DEL POLLO,"438182,59","4470581,54","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",,+34 629963212,Cebrián_Acosta@paniagua.es,"CALLE PELICANO,25",A40811405,True,C,2022-06-06,2022-06-06
207,e18a1aa0-0106-4e33-a3ed-11a27bdf84ab,,Carmelo,Font,TAHONA NATALI                                     ,"438124,58","4469451,54",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,,+34 629923100,Carmelo_Font@carrillo-urena.net,"CALLE ONTANILLA,119",A35522322,False,R,2022-06-06,2022-06-06
208,4f21704a-fb5f-4fef-827f-505110bb8beb,,Alba,Armas,FRUTERIA,"439410,59","4472020,53",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 628493808,Alba_Armas@frutos.com,"CALLE JACINTO VERDAGUER,2",A06030862,True,F,2022-06-06,2022-06-06
210,a5aacc23-126d-430d-900c-7ddbccdaf829,,Inocencio,Campos,FRUTAS VERDURAS ALIMENTACION FRUTOS SECOS,"437024,6","4471244,55",COMERCIO AL POR MENOR DE PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS,,+34 629775444,Inocencio_Campos@alcalde-caballero.net,"CALLE LAGUNA,107",A04464099,False,X,2022-06-06,2022-06-06
211,0890a35f-cf62-4cf6-a27a-61866d66e94b,,Ovidio,Sanchez,LA CATEDRAL DE LA FRUTA,"437024,6","4471244,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 623668517,Ovidio_Sanchez@torres-casals.org,"CALLE LAGUNA,107",A49502890,True,F,2022-06-06,2022-06-06
213,22c26aae-6699-4386-b9ff-739a62dcc16c,,Socorro,Oliva,J GOMEZ ACEITUNAS,"439428,59","4471892,53",COMERCIO AL POR MENOR DE FRUTOS SECOS Y VARIANTES,,+34 622025557,Socorro_Oliva@aguado.com,"CALLE CONDES DE BARCELONA,1",A45134066,True,S,2022-06-06,2022-06-06
214,8ed156b5-be41-417f-9343-cbc32609eb5f,,Eligia,Anglada,FRUTAS Y VERDURAS HNOS ALDAMA,"437030,59","4470279,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 624490170,Eligia_Anglada@mata.net,"CALLE MONSEÑOR OSCAR ROMERO,6",A66501604,True,F,2022-06-06,2022-06-06
215,07765b26-1c8f-473d-9533-c30fff715ff6,,Albino,Cabezas,EL PARAISO DEL POLLO,"437405,6","4471191,54","COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR",,+34 623465203,Albino_Cabezas@guitart-cuervo.com,"CALLE ABOLENGO,23",A93399238,False,C,2022-06-06,2022-06-06
216,1eb456c7-7148-4436-87b1-5b3d86947fc6,,Sebastián,Porta,FRUTERIA (PUESTOS 19 Y 20),"438479,59","4471419,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 629470067,Sebastián_Porta@briones.es,"CALLE CAMINO VIEJO DE LEGANES,24",A22988784,False,F,2022-06-06,2022-06-06
218,4f200468-037a-461c-91ee-c9f2637926fd,,Tristán,Amores,EL PUESTO DEL JAMON,"438286,59","4470397,54",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 626374756,Tristán_Amores@raya-estrada.es,"AVENIDA ABRANTES,40",A52708435,True,C,2022-06-06,2022-06-06
223,c43ce48f-4e2e-438e-b3aa-a7b8b5c8be26,,Carlito,Barranco,JAMONERIA PEDRO Y TANIA,"436183,6","4470163,55",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 622177105,Carlito_Barranco@peiro.es,"CALLE PARQUE EUGENIA DE MONTIJO,78",A40944178,True,C,2022-06-06,2022-06-06
225,023a2dc3-d117-4c44-9236-1bc667e02f9c,,Loreto,Neira,FRUTAS G HERREROS,"436242,59","4469477,55",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 624930008,Loreto_Neira@ocana-sancho.es,"PLAZA EMPERATRIZ,9",A98207272,False,F,2022-06-06,2022-06-06
228,7071ffd3-271d-4fe3-9c5a-c867027458ff,,Amor,Villalba,PRODUCTOS CONGELADOS,"437419,6","4471185,54",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 623854450,Amor_Villalba@carlos-leal.es,"CALLE ABOLENGO,13",A18385608,True,C,2022-06-06,2022-06-06
242,57c86921-bc43-410c-bf77-ea8d38b86681,,Loida,Nogués,FRUTERIA,"439293,59","4471918,53",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 622804804,Loida_Nogués@alsina.es,"CALLE ANTONIO DE LEYVA,8",A75225263,False,F,2022-06-06,2022-06-06
245,010f23ca-f39e-4ecb-95d0-4a479b50d21a,,Flora,Machado,SUPERMERCADOSSUPER MOR,"437339,6","4470902,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 623091959,Flora_Machado@bolanos-luz.es,"CALLE MATILDE HERNANDEZ,100",A22526166,True,X,2022-06-06,2022-06-06
249,9ab082be-d06f-4d00-b514-7aeeea108c44,,Rosario,Espada,CARNICERIA JUAN DE LA FUENTE,"436241,6","4469687,55",COMERCIO AL POR MENOR DE CARNICERIA,,+34 624461171,Rosario_Espada@gelabert.org,"CALLE EUGENIA DE MONTIJO,98",A75592584,False,C,2022-06-06,2022-06-06
250,f4949732-88e1-4e97-96ca-74c4181e9c9a,,Virgilio,Olivé,CARNICERIA JOSE Y JESUS,"437132,6","4471152,55",COMERCIO AL POR MENOR DE CARNICERIA-CHARCUTERIA,,+34 629077529,Virgilio_Olivé@chaparro.net,"CALLE OCA,73",A58229654,False,C,2022-06-06,2022-06-06
252,75e318e6-b682-4233-ad89-efbae5592588,,Imelda,Montaña,PESCADERIA,"438434,59","4471357,54",COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR,,+34 626422433,Imelda_Montaña@cordero-pelayo.net,"CALLE CAMINO VIEJO DE LEGANES,34",A11647648,False,P,2022-06-06,2022-06-06
255,86fe5a32-afb3-4935-9854-2fbf9daf32f6,,Rosa,Montoya,FRUTAS Y PATATAS SELECTAS                          ,"438980,59","4471941,53",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 629940416,Rosa_Montoya@barba.es,"CALLE GENERAL RICARDOS,33",A60987624,False,F,2022-06-06,2022-06-06
257,60bcd735-ef46-411c-9888-b01d5fc4f00b,,Natanael,Cuesta,DIA,"438452,59","4471497,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 629562294,Natanael_Cuesta@murillo.es,"CALLE SAN PATRICIO,1",A67788477,True,X,2022-06-06,2022-06-06
258,35a04e86-ddd6-44ef-bad2-f4093d2264e1,,Ignacia,Robledo,CHARCUTERIA FREY,"436997,59","4469534,54",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 620592814,Ignacia_Robledo@gascon.es,"CALLE ALBARES DE LA RIBERA,6",A92914853,False,C,2022-06-06,2022-06-06
260,f4b136f6-8eae-490b-a9c1-857279f6cd21,,Macarena,Hernandez,J. DIAZ CARNICERIA                       ,"438452,59","4471497,54",COMERCIO AL POR MENOR DE CARNICERIA,,+34 628052487,Macarena_Hernandez@roldan.es,"CALLE SAN PATRICIO,1",A43305787,False,C,2022-06-06,2022-06-06
264,8bb1ffd5-b1a0-4071-a623-591461231454,,Ezequiel,Carro,CARDO&OLIVO,"436593,59","4469872,55","COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA CON OBRADOR-BARRA DEGUSTACION",,+34 624360928,Ezequiel_Carro@arevalo.es,"CALLE FEDERICO GRASES,20",A12343596,True,R,2022-06-06,2022-06-06
270,fde18917-7316-403f-b926-ebaf7955981b,,Godofredo,Sacristán,CARNES SELECTAS J NIETO,"438452,59","4471497,54",COMERCIO AL POR MENOR DE CARNICERIA,,+34 620418444,Godofredo_Sacristán@andreu.es,"CALLE SAN PATRICIO,1",A84783812,False,C,2022-06-06,2022-06-06
271,0b7cfc4a-55f1-4f3f-a375-34b6d2bc789b,,Angelina,Palacio,PANADERIA BOLLOS,"438452,59","4471497,54",COMERCIO AL POR MENOR DE PAN Y PRODUCTOS DE PANADERIA Y BOLLERIA SIN OBRADOR,,+34 622340044,Angelina_Palacio@cabeza.com,"CALLE SAN PATRICIO,1",A39539754,False,R,2022-06-06,2022-06-06
272,c67a003b-67a2-45e9-9303-1b7c7ce69bc1,,Marta,Rozas,"SALCHICHERIA, JAMONERIA J. ARRIBAS","438452,59","4471497,54",COMERCIO AL POR MENOR DE CHARCUTERIA,,+34 625306788,Marta_Rozas@antunez.com,"CALLE SAN PATRICIO,1",A40986413,True,C,2022-06-06,2022-06-06
273,52ee2271-9c0f-4753-9f29-bcf6819678aa,,Salud,Cuervo,ALIMENTACION BAZAR,"439712,59","4471896,53","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 625981736,Salud_Cuervo@romero.com,"CALLE ANTONIO LOPEZ,47",A25118858,True,X,2022-06-06,2022-06-06
274,3fe36d8a-dd1a-4927-98f6-6c418e81c712,,Severino,Salgado,FRUTERIA,"437739,58","4469867,54",COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR,,+34 626354853,Severino_Salgado@murcia.com,"PLAZA VULCANO,19",A07654125,False,F,2022-06-06,2022-06-06
275,a5b46ff9-22d5-4097-a006-a4d7d444d169,,Selena,Uriarte,CASA DE LAS TARTAS,"439334,59","4472042,53","COMERCIO AL POR MENOR DE PASTELERIA, CONFITERIA, REPOSTERIA SIN OBRADOR",,+34 622146228,Selena_Uriarte@escolano.net,"CALLE FUENLABRADA,6",A49096931,False,R,2022-06-06,2022-06-06
277,05f617ac-55a9-4622-9e19-bf3448f74595,,Ale,Sanz,DIA,"437971,59","4470368,54","COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON PREDOMINIO EN PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO (AUTOSERVICIO)",,+34 624554907,Ale_Sanz@izquierdo-borrego.es,"CALLE CAMINO VIEJO DE LEGANES,177",A61284802,False,X,2022-06-06,2022-06-06
